99;Darius Hassanpour / Die Linke;Die Linke;ja;ja;meist;total;meist;total;negativ;männlich;FALSCH;WAHR;WAHR;WAHR;FALSCH;WAHR;WAHR;FALSCH;WAHR;WAHR;FALSCH
100;Darius Hassanpour / Die Linke;AFD;ja;nein;etwas;gar nicht;gar nicht;gar nicht;positiv;männlich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
101;Micheal Labetzke / Grünen;Grünen;ja;ja;meist;meist;total;meist;neutral;weiblich;WAHR;WAHR;WAHR;WAHR;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
102;Sandra Schmull / CDU;BSW;nein;ja;etwas;meist;etwas;meist;negativ;männlich;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
103;Uwe Schmidt / SPD;CDU;nein;nein;gar nicht;gar nicht;gar nicht;gar nicht;neutral;männlich;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
104;Uwe Schmidt / SPD;CDU;nein;;meist;meist;meist;meist;neutral;männlich;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
105;Darius Hassanpour / Die Linke;Die Linke;nein;ja;etwas;etwas;meist;etwas;positiv;weiblich;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
106;Uwe Schmidt / SPD;SPD;nein;ja;etwas;etwas;total;total;neutral;weiblich;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
107;Darius Hassanpour / Die Linke;Die Linke;nein;ja;gar nicht;gar nicht;etwas;etwas;neutral;weiblich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
108;Darius Hassanpour / Die Linke;Die Linke;ja;ja;meist;etwas;etwas;meist;negativ;weiblich;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH
109;Darius Hassanpour / Die Linke;Die Linke;nein;ja;etwas;total;total;total;negativ;männlich;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;FALSCH;FALSCH
110;Uwe Schmidt / SPD;CDU;nein;nein;etwas;etwas;total;etwas;neutral;männlich;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
111;Darius Hassanpour / Die Linke;Die Linke;nein;ja;meist;meist;etwas;meist;neutral;männlich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH
112;Micheal Labetzke / Grünen;Grünen;ja;nein;meist;meist;total;meist;neutral;weiblich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
113;Arno Staschewski / AFD;AFD;ja;ja;etwas;etwas;etwas;etwas;neutral;männlich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH
114;Matthias Cornelsen / Volt;Tierschutz Partei;ja;ja;etwas;gar nicht;total;etwas;negativ;weiblich;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
115;Darius Hassanpour / Die Linke;SPD;nein;ja;etwas;etwas;total;etwas;negativ;männlich;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
116;Darius Hassanpour / Die Linke;Die Linke;nein;;etwas;total;etwas;etwas;neutral;weiblich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
117;Arno Staschewski / AFD;AFD;nein;ja;meist;total;total;meist;positiv;divers;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
118;Uwe Schmidt / SPD;SPD;ja;ja;meist;total;total;meist;positiv;männlich;FALSCH;WAHR;WAHR;WAHR;FALSCH;WAHR;WAHR;FALSCH;WAHR;WAHR;FALSCH
119;Uwe Schmidt / SPD;CDU;nein;nein;etwas;etwas;etwas;meist;neutral;männlich;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH
120;Sandra Schmull / CDU;CDU;ja;ja;etwas;etwas;total;etwas;negativ;männlich;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH
121;Darius Hassanpour / Die Linke;Die Linke;nein;ja;etwas;etwas;meist;meist;positiv;männlich;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
122;Darius Hassanpour / Die Linke;SPD;nein;;etwas;etwas;etwas;gar nicht;negativ;männlich;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
123;Darius Hassanpour / Die Linke;Die Linke;ja;ja;meist;total;etwas;meist;negativ;männlich;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
